genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Pop,Kendrick Lamar,LOVE. FEAT. ZACARI.,6PGoSes0D9eUDeeAafB2As,81,0.264,0.8,213400,0.585,0.0,A#,0.153,-7.343,Major,0.0924,126.058,4/4,0.779
Pop,Kendrick Lamar,untitled 02 | 06.23.2014.,3I0FBDc1c1BLNtXWKVjmFg,63,0.341,0.526,258827,0.506,0.0,F,0.646,-10.47,Major,0.519,85.349,3/4,0.0963
Pop,Taylor Swift,Gorgeous,1ZY1PqizIl78geGM4xWlEA,72,0.0713,0.8,209680,0.535,9.48e-06,G,0.213,-6.684,Major,0.135,92.027,4/4,0.451
Pop,Hijos De Barron,Niégame,0Ocvo09rsHyNK286wczzYk,59,0.481,0.616,216387,0.549,1.55e-06,F,0.102,-6.347,Major,0.0373,76.614,3/4,0.664
Pop,Glades,Do Right,45w70aQhNwke1yrQZO0ffm,65,0.063,0.752,194989,0.679,0.0,D#,0.0727,-6.464,Major,0.0304,106.99,4/4,0.669
Pop,BROCKHAMPTON,ZIPPER,1m4C9zlV89rXTfXStluvec,66,0.249,0.835,202087,0.681,0.0,G#,0.18,-4.357,Major,0.111,113.989,4/4,0.687
Pop,Leslie Grace,Díganle - Tainy Remix,1l89iNLbzfFN9TsWJORolB,69,0.102,0.84,211438,0.789,0.0,C#,0.309,-4.695,Minor,0.0949,92.018,4/4,0.619
Pop,Danielle Bradbery,Goodbye Summer,1kmpcpEK0f56M5dkqNajRk,63,0.0211,0.551,188556,0.657,0.0,F#,0.29,-5.743,Major,0.0287,94.969,4/4,0.695
Pop,Avril Lavigne,Dumb Blonde (feat. Nicki Minaj),1Spmq0UazGU6ovMIlGldZX,75,0.166,0.727,214652,0.852,0.0,C#,0.122,-4.682,Major,0.0803,110.017,4/4,0.922
Pop,Dr. Dog,Where'd All the Time Go?,0UV5zxRMz6AO4ZwUOZNIKI,63,0.132,0.454,234800,0.82,0.000969,D,0.115,-4.193,Major,0.0567,166.303,4/4,0.575
Pop,Virlan Garcia,En Donde Esta Tu Amor,5R2GAfpupefbMmCVXTvlIk,74,0.582,0.501,217429,0.4,0.0,C,0.0692,-4.76,Major,0.0352,73.054,4/4,0.556
Pop,Hootie & The Blowfish,Only Wanna Be with You,1OFKUn2VLafrHj7ybnap0Q,70,0.107,0.49,229587,0.873,5.19e-06,F#,0.118,-5.861,Major,0.0355,103.272,4/4,0.513
Pop,Dua Lipa,Kiss and Make Up,7jr3iPu4O4bTCVwLMbdU2i,87,0.0658,0.678,189173,0.729,0.0,G#,0.303,-4.188,Major,0.137,99.895,4/4,0.643
Pop,Gerard Way,Happy Together (feat. Ray Toro),0n0XAmYCMWlzj3W9VdMejw,70,0.0695,0.621,179393,0.816,0.00559,G,0.103,-4.077,Major,0.0316,122.032,4/4,0.716
Pop,Panic! At The Disco,Bohemian Rhapsody,2YSbHu9XF4bNYWt3MnIhgE,67,0.175,0.386,363114,0.562,9.17e-06,A#,0.209,-4.363,Major,0.03,72.945,4/4,0.228
Pop,Jordin Sparks,Battlefield,1Nme6K1PYAh7p7uygyuRdf,60,0.0178,0.613,241348,0.634,0.0,D,0.0719,-3.472,Major,0.0339,144.953,4/4,0.37
Pop,PLVTINUM,Come My Way,2Dsk7tdA833NKFC20IZJ8O,64,0.0442,0.718,213804,0.726,0.0,F#,0.0588,-7.201,Minor,0.0461,89.986,4/4,0.732
Pop,Brothers Osborne,I Don't Remember Me (Before You),6xrREPyyC5KESDhWfwqHiN,64,0.104,0.614,192680,0.614,3.59e-05,E,0.104,-7.497,Minor,0.0314,146.03,4/4,0.598
Pop,Julia Sheer,Little Talks,1ulDt6ySVbMbzZCBO6hSfb,69,0.873,0.637,219760,0.263,0.0,F,0.164,-9.094,Minor,0.0399,97.423,4/4,0.487
Pop,MGMT,Kids,1jJci4qxiYcOHhQR247rEU,77,0.00076,0.451,302840,0.931,0.0049,A,0.361,-3.871,Major,0.0719,122.961,4/4,0.172
Pop,Glee Cast,Don't Stop Believin' (Glee Cast Version),6rjnRocdCULjLF61x2NR5e,63,0.038,0.473,232000,0.604,0.0,G,0.103,-4.034,Major,0.0337,123.857,4/4,0.271
Pop,Vance Joy,Saturday Sun,2RiBogNRfulkNf7fVbPOrJ,73,0.484,0.637,214720,0.864,0.0,G#,0.222,-4.381,Major,0.0468,99.995,4/4,0.706
Pop,MARINA,Lies,2k4yzd3YejgP3kqOo0FOnS,55,0.0154,0.561,226200,0.671,0.0,G,0.171,-5.582,Major,0.0338,124.06,4/4,0.278
Pop,Disclosure,Where Angels Fear To Tread,4vgXDV9qcqnwMQkdyGLSpL,69,0.23,0.679,225907,0.735,0.602,D,0.148,-6.218,Minor,0.136,107.998,4/4,0.603
Pop,Jimmie Allen,Best Shot,3VamXAvVMczcS2PTYtPfBQ,76,0.75,0.629,195053,0.464,0.0,E,0.0853,-8.72,Major,0.0334,156.051,4/4,0.523
Pop,Kina Grannis,Can’t Help Falling in Love,7uuEfUMuPeQ7RlSWa0cES2,77,0.905,0.266,201933,0.0596,7.07e-05,C,0.132,-18.515,Major,0.0363,181.74,3/4,0.143
Pop,Gryffin,You Remind Me (feat. Stanaj) - Nora Van Elken Remix,6HvV5N1j3Npo5WXLgCA2yR,35,0.0218,0.735,203710,0.875,0.00842,D#,0.0792,-4.726,Minor,0.0385,124.003,4/4,0.322
Pop,LEGADO 7,El Doble M,41NPmOc9fdROE5o1BpCn2w,60,0.517,0.804,146749,0.81,0.000182,G,0.182,-2.709,Major,0.041,109.928,3/4,0.963
Pop,Pierce The Veil,Bulls In The Bronx,23UoI3jlFiWdo5jadUYo69,62,0.000524,0.473,267867,0.932,0.000361,D,0.101,-3.464,Major,0.148,159.985,4/4,0.327
Pop,Sugar Ray,Someday - Remastered,6NcHJ23mLQKnVxQcOmT7JW,62,0.0108,0.743,243333,0.67,0.0702,C#,0.22,-4.547,Minor,0.0293,110.832,4/4,0.934
Pop,Logan Mize,Somebody to Thank,5fKbYBhU4iTm81YTqpYa0t,60,0.0205,0.615,211225,0.675,0.0,D,0.111,-4.717,Major,0.0263,135.966,4/4,0.512
Pop,Nina Nesbitt,Is It Really Me You're Missing,2lgyZWQSJWmswrLJyM27kB,72,0.653,0.535,232800,0.297,0.0,F#,0.118,-6.043,Major,0.0665,147.569,4/4,0.0492
Pop,Neon Indian,Polish Girl,5g3TDpgy1J1woAUVuj21EE,57,0.00603,0.622,264000,0.873,1.25e-05,A,0.131,-4.255,Minor,0.0366,111.984,4/4,0.434
Pop,Destiny's Child,Say My Name,7H6ev70Weq6DdpZyyTmUXk,78,0.273,0.713,271333,0.678,0.0,F,0.149,-3.525,Minor,0.102,138.009,4/4,0.734
Pop,Jaden Smith,Plastic,3wFnBRnYgpdoBQyXl3NxoH,67,0.201,0.759,136760,0.733,0.0,A#,0.13,-7.015,Minor,0.165,144.96,4/4,0.411
Pop,Chayín Rubio,Se Olvidó,2lQkPuLLQ3gs2tXj7VAYDH,63,0.819,0.679,189360,0.646,0.0,G,0.337,-3.342,Major,0.0275,125.036,4/4,0.706
Pop,Ava Max,Sweet but Psycho - Leon Lour Remix,0j3pGzN20rbBYIrtku89pA,32,0.0785,0.608,249730,0.894,8.6e-05,A#,0.123,-2.891,Minor,0.0575,148.211,4/4,0.47
Pop,Luis Fonsi,Calypso,4178A5NkEjcsGc64jpBO6d,78,0.138,0.866,200347,0.859,0.0,C#,0.401,-3.087,Minor,0.0587,109.972,4/4,0.923
Pop,Weezer,Hash Pipe,2mPMFJvQ0v27gVqe5b6nDn,63,0.000121,0.578,186533,0.882,0.479,G,0.284,-6.354,Major,0.044,125.603,4/4,0.623
Pop,Alicia Keys,Girl On Fire,4esOae7i4rqTbAu9o5Pxco,76,0.135,0.482,224920,0.706,0.00106,A,0.105,-5.762,Major,0.0609,92.494,4/4,0.144
Pop,Nicki Minaj,Rich Sex (feat. Lil Wayne),2D1MK9oaxy7axXggy3iVbp,66,0.0517,0.879,192600,0.635,0.0,A,0.0786,-5.098,Major,0.258,146.972,4/4,0.568
Pop,Juan Magán,Muñequita Linda,3EFzexdYFIzbM2dusddMVk,69,0.00402,0.761,210524,0.851,0.000993,G,0.0946,-4.372,Major,0.0465,130.054,4/4,0.415
Pop,IU,BBIBBI,4as4XEOR03oGm1STUKl6pa,74,0.241,0.839,194426,0.617,0.0,G,0.3,-4.692,Major,0.331,143.894,4/4,0.821
Pop,LANY,Thru These Tears,7GbAp0HKPQW7WnFJAzMoRk,78,0.154,0.711,204516,0.517,0.0,B,0.149,-7.695,Major,0.0391,119.945,4/4,0.294
Pop,O.T. Genasis,CoCo,2JI71GHwq2LN8mtq3iCLYo,65,0.00215,0.886,239574,0.628,1.15e-05,G#,0.31,-5.949,Major,0.131,119.906,4/4,0.178
Pop,Janelle Monáe,Make Me Feel,5gW5dSy3vXJxgzma4rQuzH,70,0.132,0.859,194230,0.413,0.0,C#,0.334,-7.399,Major,0.182,115.035,4/4,0.697
Pop,TWENTY88,Push It,6p5zh0HCAeE5WkWAxSxjeg,70,0.0321,0.617,154747,0.534,6.88e-06,F,0.19,-9.672,Minor,0.146,116.98,4/4,0.469
Pop,Not Your Dope,Indestructible (feat. MAX),4W9ANU2SXjq7WTaP0DzbCa,63,0.0389,0.598,222000,0.727,2.45e-06,E,0.0903,-5.344,Minor,0.0515,160.088,4/4,0.43
Pop,Khalid,Shot Down,1Ob94QesoxHSBrypyBbdfd,74,0.893,0.767,207107,0.512,0.000223,F#,0.103,-6.777,Major,0.0591,123.921,4/4,0.489
Pop,Kid Ink,Hell & Back,0TKWHD7sbO0CrEAdegPLZm,63,0.339,0.597,250558,0.545,0.0,G#,0.107,-6.956,Major,0.102,134.043,4/4,0.344
Pop,My Chemical Romance,This Is How I Disappear,0rUNZQuYQvOz6A6zwyT6tM,61,5.08e-05,0.242,239053,0.983,4.43e-05,D,0.303,-2.679,Major,0.106,163.366,4/4,0.301
Pop,Post Malone,White Iverson,6eT7xZZlB2mwyzJ2sUKG6w,83,0.233,0.675,256533,0.562,0.0,G,0.0816,-7.678,Major,0.0352,130.098,4/4,0.309
Pop,Lana Del Rey,Coachella - Woodstock In My Mind,5UPHeuDP0AnG830Yf3bJJD,62,0.189,0.535,258398,0.658,4.11e-05,G,0.0683,-7.425,Major,0.0998,129.835,4/4,0.413
Pop,Orion Sun,Antidote,7GdGBGwFMg21mY9kNpNKXI,60,0.161,0.506,169756,0.807,0.0,G#,0.114,-3.96,Major,0.249,163.239,4/4,0.394
Pop,Kodak Black,Could Of Been Different,4VQ46sRJtb6osiD3xfYGHx,65,0.232,0.883,192000,0.823,0.0,C,0.0817,-4.53,Major,0.246,104.955,4/4,0.35
Pop,Miguel,Remember Me (Dúo),3pCgIUkmRHKydu9HE03QKY,66,0.426,0.612,164453,0.548,0.0,C,0.502,-6.71,Major,0.0351,84.991,4/4,0.617
Pop,Drake,6 God,3a8tAZFJxlmBwOtrf5L1oC,66,0.0239,0.857,180667,0.639,0.0,D,0.121,-8.622,Major,0.128,105.504,4/4,0.477
Pop,A$AP Mob,Frat Rules,0RyA3o15NOLJYtm9NlDu5c,62,0.181,0.635,218947,0.777,0.0,C#,0.357,-6.018,Major,0.231,128.09,4/4,0.177
Pop,Beyoncé,Halo,4JehYebiI9JE8sR8MisGVb,80,0.272,0.508,261640,0.72,0.0,B,0.0563,-5.908,Minor,0.0628,79.983,4/4,0.472
Pop,Lorde,The Love Club,2yrJ1jWo3HLksJFUqUsZE4,64,0.229,0.792,201434,0.492,0.0112,F,0.134,-7.295,Major,0.0572,92.027,4/4,0.603
Pop,Lenin Ramírez,El de la Gorra 27,1LV6zxUFIUyePwsdFHNIYA,71,0.781,0.663,200071,0.785,2.33e-06,B,0.113,-3.874,Minor,0.0365,107.455,3/4,0.84
Pop,Brandi Carlile,Whatever You Do,1PnLCvelHE8KgGmVva5rcY,57,0.681,0.406,247133,0.341,0.000568,G,0.0789,-7.747,Major,0.0349,148.654,4/4,0.286
Pop,A$AP Ferg,Shabba,7eaKWfov7b2Qa2n6HTesL3,68,0.0715,0.869,275867,0.712,0.0,A,0.272,-6.136,Major,0.103,120.0,4/4,0.435
Pop,J. Cole,Sideline Story,5pIn0ZiclQOMzoFUlgDY0f,59,0.705,0.745,237853,0.572,0.0,A#,0.146,-7.003,Minor,0.174,89.051,4/4,0.663
Pop,Ed Sheeran,Autumn Leaves,7iBSkXB0pTvZasOLf0Qxk9,61,0.892,0.555,200756,0.257,1.42e-06,A#,0.124,-12.637,Major,0.0299,89.013,4/4,0.431
Pop,Kiana Ledé,Fairplay,5nMBzG9xVnJZTpZKgnWCec,64,0.585,0.726,169040,0.668,0.000338,F,0.165,-5.916,Minor,0.158,139.885,4/4,0.604
Pop,Big Sean,Pull Up N Wreck (& Metro Boomin),7DuvVy7JfFgXwWlVzyyPys,62,0.00806,0.49,227533,0.44,0.00103,A#,0.186,-7.76,Major,0.353,173.095,4/4,0.091
Pop,Passion Pit,Carried Away,52a6VcF23v5HB7KfDEmBHq,60,0.0176,0.772,221973,0.826,8.56e-06,C,0.383,-5.135,Major,0.0344,119.995,4/4,0.871
Pop,Rise Against,Savior,3asFGFY3uLjMDmML1p0tYm,72,0.00164,0.549,242280,0.93,6.67e-05,F,0.39,-3.468,Minor,0.0487,112.447,4/4,0.526
Pop,blackbear,Dirty Laundry,0qgZvYWLIqDn0tXimF8gPa,66,0.051,0.766,165600,0.64,0.0,C,0.237,-8.899,Major,0.0345,100.044,4/4,0.67
Pop,Hearts & Colors,Lighthouse - Andrelli Remix,04CttTezSnv71USiiG9mIo,66,0.0178,0.595,218447,0.662,0.0,B,0.0804,-6.858,Minor,0.0362,96.053,4/4,0.417
Pop,Shawn Mendes,Where Were You In The Morning?,376Gg7Oxo5C5jUWDWpVXeI,78,0.554,0.716,200600,0.519,0.0,G,0.0993,-7.472,Major,0.0554,87.963,4/4,0.466
Pop,Yo Gotti,Rake It Up,4knL4iPxPOZjQzTUlELGSY,75,0.022,0.91,276333,0.444,0.0,C#,0.137,-8.126,Minor,0.344,149.953,4/4,0.53
Pop,Machine Gun Kelly,Till I Die,7rq7HvZrCie7MmiGm8pUVC,68,0.0311,0.864,212213,0.616,0.0,C,0.136,-7.027,Minor,0.112,110.043,4/4,0.347
Pop,Gym Class Heroes,Cupid's Chokehold / Breakfast In America,2Lhdl74nwwVGOE2Gv35QuK,64,0.237,0.72,243773,0.744,0.0,C#,0.255,-6.938,Minor,0.12,78.953,4/4,0.619
Pop,Sufjan Stevens,Casimir Pulaski Day,1u1YU1LE0FWHFOHpR2iXua,61,0.909,0.686,353947,0.172,0.00154,G#,0.286,-14.979,Major,0.0409,133.899,4/4,0.563
Pop,Kanye West,30 Hours,2CHmgtK8OCL28WtIK96u4N,63,0.032,0.822,323303,0.813,0.0,G,0.107,-6.736,Major,0.291,95.122,4/4,0.357
Pop,Phoebe Bridgers,Smoke Signals,5g97GAdru7XfeJyJhViIll,62,0.945,0.342,324773,0.237,0.000267,A#,0.112,-14.601,Major,0.0384,117.824,5/4,0.186
Pop,Drake,Ratchet Happy Birthday,4SUwJA3eUVNHExxMPEUhQe,67,0.106,0.657,207307,0.571,0.00121,D,0.0735,-12.519,Major,0.14,167.961,4/4,0.626
Pop,Cheat Codes,Sex,4CGGIk81BvfCZiscwFP6t0,68,0.00453,0.503,228361,0.692,0.0,C,0.133,-5.836,Major,0.202,102.604,4/4,0.208
Pop,Corinne Bailey Rae,Put Your Records On,2nGFzvICaeEWjIrBrL2RAx,77,0.167,0.739,215360,0.511,1.34e-06,A,0.133,-7.844,Major,0.0362,96.038,4/4,0.542
Pop,Lil Yachty,Forever World (feat. Trippie Redd),1tKvqOrnJ0zhAuFS6yfNTk,63,0.589,0.578,301395,0.523,5.23e-05,B,0.378,-8.522,Minor,0.213,172.067,5/4,0.476
Pop,ZAYN,If I Got You,27qK80LMURSWeYNbNG0YWO,62,0.34,0.547,199907,0.54,0.0,D,0.318,-6.684,Major,0.0691,169.487,4/4,0.199
Pop,The Black Eyed Peas,Boom Boom Pow,7xRNsqOQOgWbHV1nbXnfXN,63,0.15,0.869,251440,0.851,0.000873,A,0.136,-6.201,Major,0.0827,130.09,4/4,0.395
Pop,Sonny & Cher,I Got You Babe,2SWBfqj1FrS8t8z56G55rP,66,0.246,0.621,193840,0.708,2e-06,F#,0.143,-9.057,Major,0.0259,110.533,3/4,0.624
Pop,Lil Durk,Neighborhood Hero,0kBqgeRsRdvvFqMpiCYRNg,67,0.26,0.678,191091,0.691,0.0,G#,0.126,-6.441,Minor,0.287,90.003,4/4,0.294
Pop,88GLAM,Cake,3ZOwmSmQKX4vTK4N6e2GsW,65,0.372,0.775,211862,0.539,8.11e-06,F,0.225,-4.303,Major,0.0881,144.966,4/4,0.624
Pop,Andy Grammer,Back Home,07HeFSqsEGq4eWyerDrW1a,55,0.0409,0.621,199113,0.827,0.0,B,0.0815,-7.309,Major,0.0454,99.979,4/4,0.65
Pop,Kodak Black,In The Flesh,15eaTEZMA2CqOxBvyuosLI,66,0.595,0.735,188910,0.521,0.0,C#,0.12,-7.336,Major,0.275,173.977,4/4,0.538
Pop,Solange,Can I Hold the Mic (interlude),6b6LmQZz9yeMnFQDFWQa5E,26,0.7,0.633,21547,0.169,0.000228,C#,0.101,-16.471,Major,0.449,77.252,4/4,0.534
Pop,Michael Bublé,I Believe in You,67aeyMdt7cgb8l9zg53Pfm,65,0.125,0.612,201813,0.744,2.57e-06,G#,0.0978,-5.671,Major,0.033,113.009,4/4,0.527
Pop,All Time Low,Drugs & Candy,1isQMKYmpvJ4tOP8R2qkWr,62,0.0486,0.49,217680,0.868,0.0,A#,0.0575,-3.943,Major,0.0375,147.979,4/4,0.472
Pop,Naomi Scott,She's So Gone,4DTrKnvkHtwQN6kBu4XXIF,60,0.0277,0.518,186453,0.861,1.42e-06,B,0.249,-4.002,Major,0.0673,141.986,4/4,0.457
Pop,CLC,No,3sygLAUhHsJsQ0cBk6fxRd,73,0.00785,0.76,181976,0.722,0.000326,F#,0.116,-4.429,Minor,0.0908,120.055,4/4,0.687
Pop,Gryffin,Bye Bye (feat. Ivy Adara) - Midnight Kids Remix,4v9cky86ATQINpjhPxuNaj,38,0.196,0.563,219213,0.547,0.0,E,0.0705,-6.482,Major,0.0389,127.011,4/4,0.257
Pop,G-Eazy,No Less,44YAJYlDg4EECrecze8BU2,62,0.566,0.632,250640,0.49,0.0,B,0.0985,-7.386,Minor,0.286,93.979,4/4,0.178
Pop,Marc E. Bassy,Lock It Up (feat. Kehlani),6uT9XRrPvimLt62FNjMNBv,56,0.653,0.738,226220,0.443,0.0,F,0.103,-9.614,Minor,0.0707,127.084,4/4,0.687
Pop,Jhene Aiko,Blue Dream,4Y8MG7qcAMk7JB7Eebpcvu,58,0.533,0.554,217027,0.4,0.162,A,0.0836,-12.267,Minor,0.0532,134.021,4/4,0.335
Pop,Russ,Cherry Hill,6qcuRcbz8DCLG6nG4or8Uo,68,0.161,0.681,222453,0.469,0.403,D,0.108,-10.803,Minor,0.0366,130.022,4/4,0.0373
Pop,Isaiah Rashad,Free Lunch,5FX89IUKm9QJT9ymrmyK4k,65,0.223,0.865,192029,0.472,5.39e-05,B,0.109,-7.359,Minor,0.237,130.011,4/4,0.843
Pop,Michael Bublé,It's a Beautiful Day,0mvkwaZMP2gAy2ApQLtZRv,67,0.0559,0.532,199267,0.795,0.0,C#,0.295,-3.979,Major,0.0358,143.837,4/4,0.78
Pop,Anarbor,Can't Help It,1uXdwIjrjtv0F7a6ASjCjZ,62,0.0256,0.519,190914,0.941,0.0,F#,0.277,-3.551,Major,0.0502,90.007,4/4,0.595
Pop,Hanson,MMMBop,0lnxrQAd9ZxbhBBe7d8FO8,65,0.00565,0.693,268653,0.937,0.00411,A,0.0778,-6.298,Major,0.0503,104.844,4/4,0.662
Pop,Halsey,Empty Gold,6oNDJSnkY0O4UIcgU8kwyz,57,0.00677,0.447,207410,0.805,0.0,C#,0.27,-3.971,Minor,0.0397,143.986,4/4,0.218
Pop,OK Go,Here It Goes Again,1pHP4JeQV9wDx87D6qH9hD,63,0.000342,0.537,179813,0.882,9.06e-05,C,0.12,-2.306,Major,0.0403,145.729,4/4,0.81
Pop,Backstreet Boys,Nobody Else,2iK6RzhARWY8A6YlYPYksZ,62,0.338,0.671,218827,0.738,0.0,B,0.0632,-5.051,Major,0.0544,131.972,4/4,0.43
Pop,Travis Scott,WAKE UP,20MuVazoNMv6xjKPnRFOxG,77,0.192,0.741,231964,0.645,0.0,B,0.163,-5.116,Minor,0.0963,149.07,4/4,0.488
Pop,P!nk,Secrets,4qCgKKXa3CF6CzEDLW6vTt,67,0.00816,0.716,210093,0.62,3.29e-06,A,0.0718,-5.586,Minor,0.0438,119.908,4/4,0.458
Pop,Poppy Ackroyd,Time,1YhRsh9PMKaDXXKoWUzqTQ,62,0.992,0.186,351712,0.0615,0.86,D#,0.101,-23.325,Major,0.0398,177.192,4/4,0.068
Pop,Beyoncé,Drunk in Love,6jG2YzhxptolDzLHTGLt7S,74,0.00969,0.589,323480,0.621,0.00104,F,0.181,-6.902,Minor,0.0468,140.03,4/4,0.401
Pop,The Fray,You Found Me,4IoYz8XqqdowINzfRrFnhi,75,0.0187,0.338,241853,0.803,0.0,G#,0.136,-5.412,Minor,0.0413,151.994,4/4,0.4
Pop,Khalid,Keep Me,6SWHTMywuTXLFlMQ75cAuu,69,0.368,0.778,276227,0.574,0.0,D,0.126,-7.775,Minor,0.0327,112.048,4/4,0.663
Pop,Niall Horan,Seeing Blind,65wnZsZLKJimfK1cTFOfa1,72,0.0466,0.709,185281,0.571,0.0,A,0.106,-7.617,Major,0.0405,93.957,4/4,0.51
Pop,Avril Lavigne,Girlfriend,45hOioMDJktr86iKDHC8gr,65,0.000738,0.56,216600,0.959,0.000206,G,0.209,-2.433,Major,0.102,163.983,4/4,0.67
Pop,Kygo,Stranger Things (feat. OneRepublic) - Alan Walker Remix,76c4KOymiPUkWEeIIc0DQr,68,0.146,0.659,178413,0.742,0.0,C,0.217,-4.624,Major,0.0283,106.947,4/4,0.729
Pop,Kanye West,Bound 2,3sNVsP50132BTNlImLx70i,69,0.134,0.359,229147,0.662,0.0,C#,0.0907,-2.843,Major,0.0466,152.096,4/4,0.288
Pop,Billie Eilish,wish you were gay,4txc3txsIt81diMzGhrVPS,87,0.39,0.853,221543,0.351,9.38e-06,G,0.752,-10.198,Major,0.241,118.028,4/4,0.282
Pop,The Head and the Heart,Lost in My Mind,77hI6DJ12C9WohWk8XUhto,67,0.451,0.375,259120,0.546,0.000312,D,0.278,-8.16,Major,0.0294,95.361,4/4,0.37
Pop,Oliver Riot,Alcatraz,1u2CN23PR0T2BHfXRNHwnM,62,0.644,0.589,268311,0.453,0.000372,E,0.0557,-10.039,Minor,0.0302,79.984,4/4,0.119
Pop,El Fantasma,En el Camino,4tDz5y134466qSorYAcZFt,65,0.259,0.722,168426,0.314,0.0,G,0.436,-9.82,Major,0.11,101.722,4/4,0.924
Pop,Mac Miller,Self Care,5bJ1DrEM4hNCafcDd1oxHx,81,0.367,0.52,345133,0.538,0.00187,C#,0.119,-8.109,Major,0.206,141.894,4/4,0.177
Pop,Lil Yachty,NBAYOUNGBOAT,6K2anECyrckidwf5wxS78Q,71,0.0515,0.769,139845,0.807,0.0,B,0.111,-2.966,Major,0.306,82.422,4/4,0.364
Pop,The Chainsmokers,Kanye - Ookay Remix,13hVbpGg9bJPDafFXvwDla,57,0.0356,0.489,214107,0.865,7.11e-05,G,0.499,-3.694,Minor,0.0786,144.941,4/4,0.4
Pop,Ruth B.,Lost Boy,4h0zU3O9R5xzuTmNO7dNDU,78,0.965,0.71,275280,0.0565,0.0,G,0.0889,-15.099,Major,0.0534,123.994,4/4,0.348
Pop,Sofia Carson,Chillin' Like a Villain,1rM0CnyUiiw6A9CHJRXjZA,62,0.0374,0.676,193792,0.776,0.0,G#,0.226,-6.629,Major,0.0908,113.92,4/4,0.792
Pop,21 Savage,Mad Stalkers,6HR1z11h0ROUlWP4Kx8Z7G,66,0.147,0.9,202667,0.365,0.185,A#,0.179,-6.395,Minor,0.235,135.003,4/4,0.136
Pop,Better Oblivion Community Center,Chesapeake,2M83hc6bsgDO0iBybulUOt,58,0.664,0.512,244486,0.235,6.09e-06,C#,0.115,-13.331,Major,0.0289,99.01,4/4,0.0814
Pop,J. Cole,Photograph,0bhnUFDQFCEHCBlsQfHnj5,73,0.0299,0.825,218954,0.487,0.0,C#,0.0868,-6.416,Major,0.233,105.05,3/4,0.372
Pop,Lady Gaga,Telephone,1IaYWv32nFFMdljBIjMY5T,74,0.00748,0.827,220627,0.821,0.0015,D#,0.115,-5.864,Major,0.0419,122.017,4/4,0.684
Pop,Nathaniel Rateliff & The Night Sweats,S.O.B.,1hWQvA6oGVJ2mAVsZ59AaV,67,0.278,0.694,247613,0.595,0.00301,C#,0.454,-6.496,Major,0.0405,109.948,4/4,0.136
Pop,The Bangles,Eternal Flame,5MoDQWMDMaAGDEiWsJfeCi,70,0.525,0.526,238027,0.358,0.0,E,0.0942,-7.239,Minor,0.0243,78.988,3/4,0.4
Pop,Big Sean,One Man Can Change The World,731Pa6Gt7GAdADATMSEL0N,63,0.773,0.677,254627,0.579,0.0,G#,0.11,-6.665,Minor,0.16,157.967,4/4,0.312
Pop,Adele,Chasing Pavements,71WAtDcWVYMoCsblD2uQXx,65,0.312,0.621,210507,0.473,0.0,F,0.11,-6.07,Minor,0.0251,80.027,4/4,0.325
Pop,Adele,Melt My Heart To Stone,0WPXlTF9IADmeaX86DoUr8,58,0.359,0.354,203907,0.387,0.0,B,0.248,-7.066,Minor,0.0373,80.915,4/4,0.208
Pop,Aventura,El Perdedor,27ze5t5tIDPlVits0KRbxT,69,0.327,0.782,215213,0.589,0.0,D,0.121,-10.647,Minor,0.0341,127.975,4/4,0.886
Pop,Meghan Trainor,Mom,3PYZWh5KZ6VlXHDlwDVJUt,58,0.158,0.67,194960,0.731,9.59e-06,C#,0.403,-5.428,Minor,0.0846,135.997,4/4,0.84
Pop,The Chainsmokers,Hope,4BiiOzZCrXEzHRLYcYFiD5,88,0.488,0.773,180120,0.699,3.6e-06,C#,0.0814,-5.982,Minor,0.0958,104.941,4/4,0.513
Pop,Michael Jackson,Beat It - Single Version,1OOtq8tRnDM8kG2gqUPjAj,79,0.0491,0.779,258040,0.867,7.98e-06,D#,0.197,-3.704,Minor,0.0457,138.858,4/4,0.915
Pop,Drake,Let’s Call It Off (feat. Peter Bjorn and John),4FDSPGncHRpr6yB8DD4CtI,69,0.00427,0.79,234176,0.731,0.29,A,0.157,-4.607,Minor,0.0327,127.403,4/4,0.938
Pop,Ava Max,Not Your Barbie Girl,4fkM7M4Uo5AUASnnsRC7EZ,70,0.103,0.745,186520,0.642,0.0,F#,0.0335,-4.138,Minor,0.0506,120.063,4/4,0.35
Pop,Prince Royce,La Carretera,2yvjjJrWzVzA2zg4VsoEmo,66,0.587,0.747,238707,0.686,0.0,A#,0.1,-4.802,Major,0.0308,122.005,4/4,0.913
Pop,Calum Scott,Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,83,0.839,0.682,260285,0.173,3.26e-05,C#,0.0983,-8.749,Major,0.0314,112.663,4/4,0.236
Pop,PnB Rock,Face,5lxkPZ2kaSfkSF9CDyNNXm,61,0.00233,0.778,200584,0.556,1.19e-06,G#,0.137,-6.878,Major,0.161,137.079,4/4,0.294
Pop,Anitta,Downtown,3Ga6eKrUFf12ouh9Yw3v2D,79,0.18,0.775,193456,0.679,7.26e-05,E,0.068,-4.985,Minor,0.135,166.008,4/4,0.619
